imdbID,Title,Year,Cast,Meter,Metacritic,AdjBoxOffice,LeadActor,Gender
tt2302755,Olympus Has Fallen,2013,"Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott",48,41,100998628,Gerard Butler,m
tt0369735,Monster-in-Law,2005,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes",16,31,100881015,Jennifer Lopez,f
tt1631867,Edge of Tomorrow,2014,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton",90,71,100604204,Tom Cruise,m
tt0840361,The Town,2010,"Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",93,74,100584239,Ben Affleck,m
tt0452598,Cheaper by the Dozen 2,2005,"Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling",6,34,100515504,Steve Martin,m
tt1142800,Madea Goes to Jail,2009,"Tyler Perry, Derek Luke, Keshia Knight Pulliam, David Mann",29,50,100345428,Tyler Perry,m
tt0368578,Are We There Yet?,2005,"Ice Cube, Nia Long, Aleisha Allen, Philip Bolden",11,27,100271830,Ice Cube,m
tt0962726,High School Musical 3: Senior Year,2008,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel",65,57,100023964,Zac Efron,m
tt0265662,The Rookie,2002,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant",83,72,99862741,Dennis Quaid,m
tt0452681,The Santa Clause 3: The Escape Clause,2006,"Tim Allen, Elizabeth Mitchell, Eric Lloyd, Judge Reinhold",15,32,99620543,Tim Allen,m
tt0164052,Hollow Man,2000,"Elisabeth Shue, Kevin Bacon, Josh Brolin, Kim Dickens",27,24,99616288,Elisabeth Shue,f
tt0400717,Open Season,2006,"Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing",48,49,99502510,Martin Lawrence,m
tt0303714,Barbershop,2002,"Ice Cube, Anthony Anderson, Cedric the Entertainer, Sean Patrick Thomas",82,66,99333667,Ice Cube,m
tt1790885,Zero Dark Thirty,2012,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler",93,95,99164039,Jason Clarke,m
tt0473075,Prince of Persia: The Sands of Time,2010,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina",36,50,99056930,Jake Gyllenhaal,m
tt0164334,Along Came a Spider,2001,"Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker",31,42,98903018,Morgan Freeman,m
tt1142988,The Ugly Truth,2009,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",13,28,98571366,Katherine Heigl,f
tt0338094,The Haunted Mansion,2003,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason",13,34,98007340,Eddie Murphy,m
tt0328107,Man on Fire,2004,"Denzel Washington, Dakota Fanning, Radha Mitchell, Christopher Walken",39,47,97853671,Denzel Washington,m
tt0816252,Man of Fire,2004,Luke Hayden,39,NA,97727733,Luke Hayden,m
tt0377818,The Dukes of Hazzard,2005,"Johnny Knoxville, Seann William Scott, Alice Greczyn, Steve Lemme",13,33,97713254,Johnny Knoxville,m
tt0162650,Shaft,2000,"Samuel L. Jackson, Vanessa Williams, Jeffrey Wright, Christian Bale",68,50,97129335,Samuel L. Jackson,m
tt1907668,Flight,2012,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards",77,76,97091645,Nadine Velazquez,f
tt2570226,Flights,2012,"Lee Sebastiany, Jeffrey Sutton",77,NA,97091645,Lee Sebastiany,m
tt0383216,The Pink Panther,2006,"Steve Martin, Kevin Kline, Jean Reno, Emily Mortimer",22,38,97023799,Steve Martin,m
tt0453562,42,2013,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni",79,62,97015871,Chadwick Boseman,m
tt1245526,RED,2010,"Bruce Willis, Mary-Louise Parker, Heidi von Palleske, Karl Urban",71,60,96984152,Bruce Willis,m
tt0362227,The Terminal,2004,"Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride",61,55,96972106,Tom Hanks,m
tt0413895,Charlotte's Web,2006,"Julia Roberts, Steve Buscemi, John Cleese, Oprah Winfrey",78,68,96905766,Julia Roberts,f
tt0166813,Spirit: Stallion of the Cimarron,2002,"Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet",69,52,96820565,Matt Damon,m
tt0302886,Old School,2003,"Luke Wilson, Will Ferrell, Vince Vaughn, Jeremy Piven",60,54,96455772,Luke Wilson,m
tt0397313,Eight Below,2006,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson",72,64,96315596,Paul Walker,m
tt1535108,Elysium,2013,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",68,61,95075553,Matt Damon,m
tt0256380,Shallow Hal,2001,"Gwyneth Paltrow, Jack Black, Jason Alexander, Joe Viterelli",51,48,95006024,Gwyneth Paltrow,f
tt0356634,Garfield,2004,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray",15,27,94831163,Breckin Meyer,m
tt1621045,Think Like a Man,2012,"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall",53,51,94812012,Michael Ealy,m
tt0350258,Ray,2004,"Jamie Foxx, Kerry Washington, Regina King, Clifton Powell",81,73,94705225,Jamie Foxx,m
tt0457510,Nacho Libre,2006,"Jack Black, Ana de la Reguera, Héctor Jiménez, Darius Rose",40,52,94663123,Jack Black,m
tt0489270,Saw III,2006,"Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh",28,48,94663123,Tobin Bell,m
tt0219854,The Kid,2000,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin",49,45,94642382,Bruce Willis,m
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel",49,47,94584095,Logan Lerman,m
tt0227445,The Score,2001,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett",73,71,94468507,Robert De Niro,m
tt0398808,Bridge to Terabithia,2007,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",85,74,94316400,Josh Hutcherson,m
tt0442933,Beowulf,2007,"Robin Wright, Anthony Hopkins, Paul Baker, John Bilezikjian",71,59,94316400,Robin Wright,m
tt0428803,March of the Penguins,2005,"Charles Berling, Romane Bohringer, Jules Sitruk, Morgan Freeman",94,79,94301818,Charles Berling,m
tt0251160,John Q,2002,"Gabriela Oltean, Denzel Washington, Kimberly Elise, Ron Annabelle",23,30,93910657,Gabriela Oltean,f
tt0204946,Bring It On,2000,"Kirsten Dunst, Eliza Dushku, Jesse Bradford, Gabrielle Union",63,52,93813397,Kirsten Dunst,f
tt1964418,Tomorrowland,2015,"George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy",50,60,93759354,George Clooney,m
tt1204342,The Muppets,2011,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones",96,75,93714560,Jason Segel,m
tt0190865,Vertical Limit,2000,"Chris O'Donnell, Robin Tunney, Stuart Wilson, Augie Davis",48,48,93675233,Chris O'Donnell,m
tt1193138,Up in the Air,2009,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman",91,83,92916540,George Clooney,m
tt0388419,Christmas with the Kranks,2004,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, M. Emmet Walsh",5,22,92816158,Tim Allen,m
tt0377109,The Ring Two,2005,"Naomi Watts, Simon Baker, David Dorfman, Elizabeth Perkins",20,44,92474264,Naomi Watts,f
tt0244244,Swordfish,2001,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle",26,32,92452821,John Travolta,m
tt1536044,Paranormal Activity 2,2010,"David Bierend, Brian Boland, Molly Ephraim, Katie Featherston",58,53,92402224,David Bierend,m
tt1691917,Planes,2013,"Dane Cook, Stacy Keach, Brad Garrett, Teri Hatcher",26,39,92216138,Dane Cook,m
tt2024469,Non-Stop,2014,"Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery",60,56,92161893,Liam Neeson,m
tt0360486,Constantine,2005,"Keanu Reeves, Rachel Weisz, Shia LaBeouf, Djimon Hounsou",46,50,91986916,Keanu Reeves,m
tt0279778,Divine Secrets of the Ya-Ya Sisterhood,2002,"Sandra Bullock, Ellen Burstyn, Fionnula Flanagan, James Garner",44,48,91926629,Sandra Bullock,f
tt0486822,Disturbia,2007,"Shia LaBeouf, Sarah Roemer, Carrie-Anne Moss, David Morse",69,62,91906857,Shia LaBeouf,m
tt1929263,Heaven Is for Real,2014,"Greg Kinnear, Kelly Reilly, Thomas Haden Church, Connor Corum",46,47,91860382,Greg Kinnear,m
tt0842675,"Carmo, Hit the Road",2008,"Fele Martínez, Mariana Loureiro, Seu Jorge, Marcio Garcia",29,NA,91734685,Fele Mart<ed>nez,m
tt0985699,Valkyrie,2008,"Tom Cruise, Kenneth Branagh, Bill Nighy, Tom Wilkinson",62,56,91734685,Tom Cruise,m
tt1210819,The Lone Ranger,2013,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",31,37,91194918,Johnny Depp,m
tt1483013,Oblivion,2013,"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough",54,54,90888553,Tom Cruise,m
tt4085150,Oblivious,2013,"Pamela Ashton, Jill Marie Craven, Emma Roby",54,NA,90888553,Pamela Ashton,f
tt2561572,Get Hard,2015,"Will Ferrell, Kevin Hart, Craig T. Nelson, Alison Brie",29,34,90747811,Will Ferrell,m
tt2869728,Ride Along 2,2016,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt",15,32,90500000,Ice Cube,m
tt2814362,United Passions,2014,"Tim Roth, Sam Neill, Fisher Stevens, Jemima West",0,1,90453330,Tim Roth,m
tt0433035,Real Steel,2011,"Hugh Jackman, Dakota Goyo, Evangeline Lilly, Anthony Mackie",60,56,90435609,Hugh Jackman,m
tt0211181,102 Dalmatians,2000,"Glenn Close, Gérard Depardieu, Ioan Gruffudd, Alice Evans",31,35,90359296,Glenn Close,m
tt1790886,The Campaign,2012,"Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott",64,50,90045507,Will Ferrell,m
tt2539064,The Campaigner,2012,Joyce Brand,64,NA,90045507,Joyce Brand,f
tt0375063,Sideways,2004,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh",96,94,89919589,Paul Giamatti,m
tt2446042,Taken 3,2014,"Liam Neeson, Forest Whitaker, Famke Janssen, Maggie Grace",10,26,89749804,Liam Neeson,m
tt0478087,21,2008,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo",36,48,89745258,Jim Sturgess,m
tt0236493,The Mexican,2001,"Brad Pitt, Julia Roberts, James Gandolfini, J.K. Simmons",56,43,89496481,Brad Pitt,m
tt0463034,"You, Me and Dupree",2006,"Owen Wilson, Kate Hudson, Matt Dillon, Michael Douglas",21,46,89233567,Owen Wilson,m
tt1570728,"Crazy, Stupid, Love.",2011,"Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",78,68,89166337,Steve Carell,m
tt0477080,Unstoppable,2010,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",86,69,89020324,Denzel Washington,m
tt0278504,Insomnia,2002,"Al Pacino, Martin Donovan, Oliver 'Ole' Zemen, Hilary Swank",92,78,88884453,Al Pacino,m
tt1033643,What Happens in Vegas,2008,"Cameron Diaz, Ashton Kutcher, Rob Corddry, Lake Bell",27,36,88640021,Cameron Diaz,f
tt0448011,Knowing,2009,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson",33,41,88592262,Nicolas Cage,m
tt0489099,Jumper,2008,"Hayden Christensen, Jamie Bell, Rachel Bilson, Diane Lane",16,35,88529498,Hayden Christensen,m
tt1060277,Cloverfield,2008,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David",77,64,88418974,Lizzy Caplan,f
tt0373926,The Interpreter,2005,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen",56,62,88331806,Nicole Kidman,f
tt1217613,Battle Los Angeles,2011,"Aaron Eckhart, Ramon Rodriguez, Will Rothhaar, Cory Hardrict",35,37,88320156,Aaron Eckhart,m
tt1253864,Immortals,2011,"Henry Cavill, Mickey Rourke, Stephen Dorff, Freida Pinto",35,46,88320156,Henry Cavill,m
tt1758570,Battle of Los Angeles,2011,"Nia Peeples, Kel Mitchell, Dylan Vox, Theresa June-Tao",35,NA,88320156,Nia Peeples,f
tt0264472,Changing Lanes,2002,"Ben Affleck, Samuel L. Jackson, Kim Staunton, Toni Collette",77,69,88223111,Ben Affleck,m
tt1114677,Hannah Montana: The Movie,2009,"Miley Cyrus, Billy Ray Cyrus, Emily Osment, Jason Earles",43,47,88148746,Miley Cyrus,f
tt1764651,The Expendables 2,2012,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",65,51,88076733,Sylvester Stallone,m
tt0879870,Eat Pray Love,2010,"Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup",36,50,87929389,Julia Roberts,f
tt0970416,The Day the Earth Stood Still,2008,"Keanu Reeves, Jennifer Connelly, Kathy Bates, Jaden Smith",21,40,87424260,Keanu Reeves,m
tt1033575,The Descendants,2011,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause",89,84,87368202,George Clooney,m
tt0381707,White Chicks,2004,"Shawn Wayans, Marlon Wayans, Jaime King, Frankie Faison",15,41,87023020,Shawn Wayans,m
tt0311289,Holes,2003,"Sigourney Weaver, Jon Voight, Tim Blake Nelson, Shia LaBeouf",77,71,87017071,Sigourney Weaver,f
tt0385880,Monster House,2006,"Ryan Newman, Steve Buscemi, Mitchel Musso, Catherine O'Hara",74,68,86990925,Ryan Newman,m
tt0989757,Dear John,2010,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas",29,43,86838454,Channing Tatum,m
tt2096672,Dumb and Dumber To,2014,"Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden",29,36,86634189,Jim Carrey,m
tt1646987,Wrath of the Titans,2012,"Sam Worthington, Liam Neeson, Ralph Fiennes, Edgar Ramirez",25,37,86626057,Sam Worthington,m
tt1823664,Annie,2014,"Jamie Foxx, Quvenzhané Wallis, Rose Byrne, Bobby Cannavale",27,33,86332678,Jamie Foxx,m
tt2713180,Fury,2014,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña",76,64,86232175,Brad Pitt,m
tt0257360,About Schmidt,2002,"Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney",85,85,85974545,Jack Nicholson,m
tt0493430,Jackass Number Two,2006,"Johnny Knoxville, Bam Margera, Steve-O, Chris Pontius",63,66,85928620,Johnny Knoxville,m
tt0434409,V for Vendetta,2005,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry",73,62,85895067,Natalie Portman,f
tt0311429,The League of Extraordinary Gentlemen,2003,"Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran",17,30,85724098,Sean Connery,m
tt0319061,Big Fish,2003,"Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange",77,58,85724098,Ewan McGregor,m
tt0414853,Barnyard,2006,"Kevin James, Courteney Cox, Sam Elliott, Danny Glover",22,42,85692553,Kevin James,m
tt0386117,Where the Wild Things Are,2009,"Max Records, Pepita Emmerichs, Max Pfeifer, Madeleine Greaves",73,71,85598531,Max Records,m
tt0243585,Stuart Little 2,2002,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki",81,66,85577740,Michael J. Fox,m
tt2226417,Insidious: Chapter 2,2013,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",38,40,85373966,Patrick Wilson,m
tt0477348,No Country for Old Men,2007,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",93,91,85137188,Tommy Lee Jones,m
tt2140373,Saving Mr. Banks,2013,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",79,65,85067600,Emma Thompson,f
tt1222817,Zookeeper,2011,"Kevin James, Rosario Dawson, Leslie Bibb, Ken Jeong",14,30,85041204,Kevin James,m
tt0325703,Lara Croft Tomb Raider: The Cradle of Life,2003,"Angelina Jolie, Gerard Butler, Ciarán Hinds, Chris Barrie",24,43,84948314,Angelina Jolie,f
tt2103254,Tammy,2014,"Melissa McCarthy, Susan Sarandon, Kathy Bates, Allison Janney",23,39,84925627,Melissa McCarthy,f
tt0322802,Jackass: The Movie,2002,"Johnny Knoxville, Bam Margera, Steve-O, Chris Pontius",48,42,84916397,Johnny Knoxville,m
tt0988595,27 Dresses,2008,"Brian Kerwin, Charli Barcena, Peyton List, Jane Pfitsch",41,47,84882215,Brian Kerwin,m
tt2974918,Alvin and the Chipmunks: The Road Chip,2015,"Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney",16,33,84825111,Jason Lee,m
tt0231775,Down to Earth,2001,"Chris Rock, Regina King, Chazz Palminteri, Eugene Levy",20,32,84793212,Chris Rock,m
tt1860353,Turbo,2013,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson",67,58,84761234,Ryan Reynolds,m
tt3322940,Annabelle,2014,"Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard",29,37,84724619,Annabelle Wallis,f
tt5136296,Annabel,2014,"Gabriella di Domenico, Aj Espinoza, Kristina Korop, Gil Quinones",29,NA,84724619,Gabriella di Domenico,f
tt0317648,Hidalgo,2004,"Viggo Mortensen, Zuleikha Robinson, Omar Sharif, Louise Lombard",47,54,84630201,Viggo Mortensen,m
tt1848801,Big Muddy,2011,"Tricia Braun, John Brodsky, Kenneth Heaton, Rob van Meenen",57,NA,84618113,Tricia Braun,f
tt1568911,War Horse,2011,"Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup",77,72,84512341,Jeremy Irvine,m
tt2203939,The Other Woman,2014,"Cameron Diaz, Leslie Mann, Nikolaj Coster-Waldau, Don Johnson",23,39,84322604,Cameron Diaz,f
tt0449089,RV,2006,"Robin Williams, Cheryl Hines, Joanna 'JoJo' Levesque, Josh Hutcherson",23,33,84276147,Robin Williams,m
tt0429493,The A-Team,2010,"Liam Neeson, Bradley Cooper, Jessica Biel, Quinton 'Rampage' Jackson",47,47,84220209,Liam Neeson,m
tt0356618,The Forgotten,2004,"Julianne Moore, Christopher Kovaleski, Matthew Pleszewicz, Anthony Edwards",31,43,83874575,Julianne Moore,f
tt1156398,Zombieland,2009,"Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin",89,73,83824468,Jesse Eisenberg,m
tt0411477,Hellboy II: The Golden Army,2008,"Ron Perlman, Selma Blair, Doug Jones, John Alexander",85,78,83776978,Ron Perlman,m
tt1219289,Limitless,2011,"Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard",70,59,83771932,Bradley Cooper,m
tt0266987,Spy Game,2001,"Robert Redford, Brad Pitt, Catherine McCormack, Stephen Dillane",66,63,83718179,Robert Redford,m
tt0318649,Sahara,2005,"Matthew McConaughey, Steve Zahn, Penélope Cruz, William H. Macy",39,41,83580164,Matthew McConaughey,m
tt0327597,Coraline,2009,"Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French",90,80,83380953,Dakota Fanning,f
tt1013743,Knight and Day,2010,"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà",52,46,83347461,Tom Cruise,m
tt0209958,The Cell,2000,"Jennifer Lopez, Colton James, Dylan Baker, Marianne Jean-Baptiste",46,40,82898436,Jennifer Lopez,f
tt0790724,Jack Reacher,2012,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",62,50,82895748,Tom Cruise,m
tt0469641,World Trade Center,2006,"Nicolas Cage, Maria Bello, Connor Paolo, Anthony Piccininni",69,66,82859741,Nicolas Cage,m
tt0372237,Guess Who,2005,"Bernie Mac, Ashton Kutcher, Zoe Saldana, Judith Scott",43,49,82849143,Bernie Mac,m
tt1924435,Let's Be Cops,2014,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",18,30,82815049,Jake Johnson,m
tt0421729,Big Momma's House 2,2006,"Martin Lawrence, Nia Long, Emily Procter, Zachary Levi",6,34,82741707,Martin Lawrence,m
tt0479143,Rocky Balboa,2006,"Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes",76,63,82741707,Sylvester Stallone,m
tt0368008,The Manchurian Candidate,2004,"Jeffrey Wright, Pablo Schreiber, Anthony Mackie, Dorian Missick",81,76,82741134,Jeffrey Wright,m
tt0486583,Fred Claus,2007,"Vince Vaughn, Paul Giamatti, John Michael Higgins, Miranda Richardson",21,42,82612905,Vince Vaughn,m
tt1077368,Dark Shadows,2012,"Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter, Eva Green",37,55,82584889,Johnny Depp,m
tt0471042,Tower Heist,2011,"Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda",68,59,82502660,Ben Stiller,m
tt0450385,1408,2007,"John Cusack, Paul Birchard, Margot Leicester, Walter Lewis",79,64,82498165,John Cusack,m
tt0304415,Mona Lisa Smile,2003,"Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal",35,45,82362369,Julia Roberts,f
tt0983193,The Adventures of Tintin,2011,"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost",75,68,82079570,Jamie Bell,m
tt0393162,Coach Carter,2005,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez",65,57,81874447,Samuel L. Jackson,m
tt0337579,Barbershop 2: Back in Business,2004,"Ice Cube, Cedric the Entertainer, Sean Patrick Thomas, Eve",68,59,81859570,Ice Cube,m
tt2120779,Jason Becker: Not Dead Yet,2012,"Jason Becker, Ehren Becker, Gary Becker, Pat Becker",83,70,81859552,Jason Becker,m
tt1197624,Law Abiding Citizen,2009,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill",25,34,81274253,Jamie Foxx,m
tt0349825,Miracle,2004,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann",80,68,80978005,Kurt Russell,m
tt0785006,Hotel for Dogs,2009,"Emma Roberts, Jake T. Austin, Don Cheadle, Johnny Simmons",45,51,80941616,Emma Roberts,f
tt0385752,The Golden Compass,2007,"Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker",43,51,80432842,Nicole Kidman,f
tt0400497,Herbie Fully Loaded,2005,"Lindsay Lohan, Michael Keaton, Matt Dillon, Breckin Meyer",41,47,80290566,Lindsay Lohan,m
tt1047540,Parental Guidance,2012,"Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott",18,36,80098017,Billy Crystal,m
tt1210166,Moneyball,2011,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright",94,87,79964117,Brad Pitt,m
tt1389137,We Bought a Zoo,2011,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Colin Ford",66,58,79964117,Matt Damon,m
tt1598778,Contagion,2011,"Gwyneth Paltrow, Tien You Chui, Josie Ho, Daria Strokous",84,70,79964117,Gwyneth Paltrow,f
tt0443274,Vantage Point,2008,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill",35,40,79908648,Dennis Quaid,m
tt0427152,Dinner for Schmucks,2010,"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement",42,56,79638280,Steve Carell,m
tt1477715,This Is It,2009,"Michael Jackson, Alex Al, Alexandra Apjarova, Nick Bass",81,67,79611069,Michael Jackson,m
tt0190138,The Whole Nine Yards,2000,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan",45,47,79168007,Bruce Willis,m
tt1155056,"I Love You, Man",2009,"Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine",84,70,79056674,Paul Rudd,m
tt0159273,Behind Enemy Lines,2001,"Owen Wilson, Gene Hackman, Gabriel Macht, Charles Malik Whitfield",37,49,79014911,Owen Wilson,m
tt0416236,The Spiderwick Chronicles,2008,"Freddie Highmore, Mary-Louise Parker, Nick Nolte, Sarah Bolger",80,62,78582363,Freddie Highmore,m
tt0810913,Jack and Jill,2011,"Adam Sandler, Al Pacino, Katie Holmes, Elodie Tougne",3,23,78483300,Adam Sandler,m
tt2177771,The Monuments Men,2014,"George Clooney, Matt Damon, Bill Murray, Cate Blanchett",31,52,78392886,George Clooney,m
tt0384806,The Amityville Horror,2005,"Ryan Reynolds, Melissa George, Jesse James, Jimmy Bennett",23,33,78341174,Ryan Reynolds,m
tt0248667,Ali,2001,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles",67,65,78208636,Will Smith,m
tt0300471,Shanghai Knights,2003,"Jackie Chan, Owen Wilson, Aaron Taylor-Johnson, Tom Fisher",66,58,78095558,Jackie Chan,m
tt0970179,Hugo,2011,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz",94,83,78060209,Ben Kingsley,m
tt0405325,Sky High,2005,"Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker",73,62,77853827,Michael Angarano,m
tt0770752,Fool's Gold,2008,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",11,29,77587649,Matthew McConaughey,m
tt0814314,Seven Pounds,2008,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy",27,36,77366602,Will Smith,m
tt1547990,Seven Seven Seven,2008,"David Field, Laura Gorun, Noni Hazlehurst, Tom Sanders",27,NA,77366602,David Field,m
tt1702443,Justin Bieber: Never Say Never,2011,"Justin Bieber, Boys II Men, Miley Cyrus, Sean Kingston",64,52,77214028,Justin Bieber,m
tt1272878,2 Guns,2013,"Denzel Washington, Mark Wahlberg, Paula Patton, Edward James Olmos",64,55,77204209,Denzel Washington,m
tt0462590,Step Up,2006,"Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington",19,48,77076084,Channing Tatum,m
tt0348836,Gothika,2003,"Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch",14,38,76931883,Halle Berry,f
tt0314331,Love Actually,2003,"Bill Nighy, Gregor Fisher, Rory MacGregor, Colin Firth",63,55,76802585,Bill Nighy,m
tt1564349,Dolphin Tale,2011,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson",82,64,76473620,Harry Connick Jr.,m
tt0472062,Charlie Wilson's War,2007,"Tom Hanks, Amy Adams, Julia Roberts, Philip Seymour Hoffman",82,69,76416937,Tom Hanks,m
tt0390022,Friday Night Lights,2004,"Billy Bob Thornton, Lucas Black, Garrett Hedlund, Derek Luke",81,70,76318307,Billy Bob Thornton,m
tt0418763,Jarhead,2005,"Jake Gyllenhaal, Scott MacDonald, Peter Sarsgaard, Jamie Foxx",61,58,76269946,Jake Gyllenhaal,m
tt0424095,Flushed Away,2006,"Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno",72,74,76131813,Hugh Jackman,m
tt2361509,The Intern,2015,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm",60,51,75991253,Robert De Niro,m
tt5341810,The Interns,2015,"Trevor Krulcik, Madeline Marconi, Megan Chumbley, Natalie Hennessy",60,NA,75991253,Trevor Krulcik,m
tt0374536,Bewitched,2005,"Nicole Kidman, Will Ferrell, Shirley MacLaine, Michael Caine",25,34,75904435,Nicole Kidman,f
tt0401729,John Carter,2012,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe",51,51,75745990,Taylor Kitsch,m
tt1198138,Obsessed,2009,"Idris Elba, Beyoncé Knowles, Ali Larter, Jerry O'Connell",19,25,75730307,Idris Elba,m
tt0453467,Deja Vu,2006,"Denzel Washington, Paula Patton, Val Kilmer, Jim Caviezel",55,59,75423610,Denzel Washington,m
