imdbID,Title,Year,Cast,Meter,Metacritic,AdjBoxOffice,LeadActor,Gender
tt1205537,Jack Ryan: Shadow Recruit,2014,"Chris Pine, Keira Knightley, Kevin Costner, Kenneth Branagh",56,57,50754368,Chris Pine,m
tt1355630,If I Stay,2014,"Chloë Grace Moretz, Mireille Enos, Jamie Blackley, Joshua Leonard",36,46,50754368,Chloë Grace Moretz,f
tt0317198,Bridget Jones: The Edge of Reason,2004,"Renée Zellweger, Gemma Jones, Jim Broadbent, James Faulkner",27,44,50626995,Renée Zellweger,f
tt0327554,Catwoman,2004,"Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson",9,27,50626995,Halle Berry,f
tt0279493,Undercover Brother,2002,"Eddie Griffin, Chris Kattan, Denise Richards, Aunjanue Ellis",77,69,50526579,Eddie Griffin,m
tt0251075,Evolution,2001,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott",42,40,50526541,David Duchovny,m
tt0133240,Treasure Planet,2002,"Roscoe Lee Browne, Corey Burton, Dane A. Davis, Joseph Gordon-Levitt",69,60,50394310,Roscoe Lee Browne,m
tt0263488,Jeepers Creepers,2001,"Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher",45,49,50392162,Gina Philips,f
tt0997047,College Road Trip,2008,"Martin Lawrence, Raven-Symoné, Kym Whitley, Adam LeFevre",13,36,50288291,Martin Lawrence,m
tt0467110,Underdog,2007,"Jason Lee, Peter Dinklage, James Belushi, Patrick Warburton",14,37,50141443,Jason Lee,m
tt0762114,License to Wed,2007,"Robin Williams, Mandy Moore, John Krasinski, Eric Christian Olsen",7,25,50141443,Robin Williams,m
tt1092288,Underdose,2007,"Sam Bauso, Anwar Albaba, Stephanie Chefas, Marco DiGeorge",14,NA,50141443,Sam Bauso,m
tt0284490,Showtime,2002,"Robert De Niro, Rachael Harris, Eddie Murphy, Zaid Farid",25,32,50129773,Robert De Niro,m
tt1477076,Saw 3D: The Final Chapter,2010,"Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes",9,24,49855745,Tobin Bell,m
tt1922777,Sinister,2012,"Ethan Hawke, Juliet Rylance, Fred Dalton Thompson, James Ransone",62,53,49841069,Ethan Hawke,m
tt0452637,Lady in the Water,2006,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban",24,36,49810271,Paul Giamatti,m
tt0424942,Deep Sea,2006,"Johnny Depp, Kate Winslet",91,78,49574204,Johnny Depp,m
tt0481141,No Reservations,2007,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson",42,50,49453003,Catherine Zeta-Jones,f
tt0454841,The Hills Have Eyes,2006,"Aaron Stanford, Kathleen Quinlan, Vinessa Shaw, Emilie de Ravin",49,52,49220102,Aaron Stanford,m
tt1412386,The Best Exotic Marigold Hotel,2011,"Judi Dench, Tom Wilkinson, Patrick Pearson, Hugh Dickson",78,62,49078505,Judi Dench,f
tt1430607,Arthur Christmas,2011,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent",92,69,49078505,James McAvoy,m
tt0275022,Crossroads,2002,"Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning",14,27,49071625,Britney Spears,f
tt1615065,Savages,2012,"Blake Lively, Taylor Kitsch, Aaron Taylor-Johnson, Jana Banker",51,59,49012111,Blake Lively,m
tt1093908,Confessions of a Shopaholic,2009,"Isla Fisher, Hugh Dancy, Krysten Ritter, Joan Cusack",25,38,49008485,Isla Fisher,f
tt0490084,Because I Said So,2007,"Diane Keaton, Mandy Moore, Gabriel Macht, Tom Everett Scott",5,26,48879302,Diane Keaton,f
tt0325537,Head of State,2003,"Chris Rock, Bernie Mac, Dylan Baker, Nick Searcy",31,44,48874372,Chris Rock,m
tt1826590,About Last Night,2014,"Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant",69,62,48844798,Kevin Hart,m
tt0157472,Clockstoppers,2002,"Jesse Bradford, French Stewart, Paula Garcés, Michael Biehn",29,40,48807088,Jesse Bradford,m
tt0380510,The Lovely Bones,2009,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci",31,42,48786727,Mark Wahlberg,m
tt0461989,The Magician,2005,"Scott Ryan, Ben Walker, Massimiliano Andrighetto, Kane Mason",71,NA,48734790,Scott Ryan,m
tt1018785,The Sisterhood of the Traveling Pants 2,2008,"Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively",65,63,48630435,Amber Tamblyn,f
tt0326900,Good Boy!,2003,"Molly Shannon, Liam Aiken, Kevin Nealon, Brittany Moldowan",44,49,48615778,Molly Shannon,f
tt0811080,Speed Racer,2008,"Emile Hirsch, Nicholas Elia, Susan Sarandon, Melissa Holroyd",39,37,48519912,Emile Hirsch,m
tt0926129,Prom Night,2008,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis",8,17,48409388,Brittany Snow,f
tt0455967,John Tucker Must Die,2006,"Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush",26,41,48275832,Jesse Metcalfe,m
tt1045778,Year One,2009,"Jack Black, Michael Cera, Oliver Platt, David Cross",15,34,48010575,Jack Black,m
tt1385867,Cop Out,2010,"Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez",19,31,48001155,Bruce Willis,m
tt0247425,In the Bedroom,2001,"Tom Wilkinson, Sissy Spacek, Nick Stahl, Marisa Tomei",93,86,47973339,Tom Wilkinson,m
tt0758730,Aliens vs. Predator: Requiem,2007,"Steven Pasquale, Reiko Aylesworth, John Ortiz, Johnny Lewis",12,29,47846640,Steven Pasquale,m
tt2106361,Into the Storm,2014,"Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon",21,44,47839761,Richard Armitage,m
tt0263757,Uptown Girls,2003,"Brittany Murphy, Dakota Fanning, Marley Shelton, Donald Faison",14,33,47710697,Brittany Murphy,f
tt0325805,Matchstick Men,2003,"Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman",82,61,47710697,Nicolas Cage,m
tt0480687,Hall Pass,2011,"Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate",34,45,47597688,Owen Wilson,m
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,"James Marsden, Nick Nolte, Christina Applegate, Katt Williams",14,30,47564781,James Marsden,m
tt0346156,Sky Captain and the World of Tomorrow,2004,"Gwyneth Paltrow, Jude Law, Giovanni Ribisi, Michael Gambon",72,64,47352612,Gwyneth Paltrow,f
tt0420223,Stranger Than Fiction,2006,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza",72,67,47331561,Will Ferrell,m
tt1655442,The Artist,2011,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell",97,89,47280371,Jean Dujardin,m
tt1682181,Bully,2011,"Ja'Meya Jackson, Kelby Johnson, Lona Johnson, Bob Johnson",84,74,47280371,Ja'Meya Jackson,f
tt1226273,Edge of Darkness,2010,"Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic",56,55,47237500,Mel Gibson,m
tt1742044,Jersey Boys,2014,"Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken",52,54,47236739,Vincent Piazza,m
tt1139668,The Unborn,2009,"Odette Annable, Gary Oldman, Cam Gigandet, Meagan Good",10,30,47234422,Odette Annable,f
tt0462499,Rambo,2008,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",37,46,47193627,Sylvester Stallone,m
tt1748122,Moonrise Kingdom,2012,"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand",93,84,47146957,Bruce Willis,m
tt0350028,Raising Helen,2004,"Kate Hudson, John Corbett, Joan Cusack, Hayden Panettiere",23,38,47100737,Kate Hudson,f
tt3397884,Sicario,2015,"Emily Blunt, Benicio Del Toro, Josh Brolin, Victor Garber",93,81,47080446,Emily Blunt,f
tt2414046,The Amazing Catfish,2013,"Lisa Owen, Ximena Ayala, Sonia Franco, Wendy Guillén",100,69,47078228,Lisa Owen,f
tt1321870,Gangster Squad,2013,"Sean Penn, Holt McCallany, Wade Williams, James Landry Hébert",31,40,46976106,Sean Penn,m
tt2278871,Blue Is the Warmest Color,2013,"Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing",90,88,46976106,Léa Seydoux,f
tt1648179,Here Comes the Boom,2012,"Kevin James, Salma Hayek, Henry Winkler, Greg Germann",38,40,46939717,Kevin James,m
tt0443543,The Illusionist,2006,"Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell",74,68,46859426,Edward Norton,m
tt0762125,Planet 51,2009,"Jessica Biel, John Cleese, Gary Oldman, Dwayne Johnson",21,39,46790907,Jessica Biel,f
tt0265632,Recess: School's Out,2001,"Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Andrew Lawrence",61,43,46763927,Rickey D'Shon Collins,m
tt0216216,The 6th Day,2000,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker",41,49,46699452,Arnold Schwarzenegger,m
tt1320261,Gulliver's Travels,2010,"Jack Black, Jason Segel, Emily Blunt, Amanda Peet",20,33,46692033,Jack Black,m
tt1127180,Drag Me to Hell,2009,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao",92,83,46680028,Alison Lohman,f
tt0414387,Pride & Prejudice,2005,"Keira Knightley, Talulah Riley, Rosamund Pike, Jena Malone",85,82,46663561,Keira Knightley,f
tt0494652,"Welcome Home, Roscoe Jenkins",2008,"Martin Lawrence, James Earl Jones, Margaret Avery, Joy Bryant",22,46,46641008,Martin Lawrence,m
tt0271027,Kiss of the Dragon,2001,"Jet Li, Bridget Fonda, Tchéky Karyo, Max Ryan",51,58,46629548,Jet Li,m
tt0265349,The Mothman Prophecies,2002,"Richard Gere, David Eigenberg, Bob Tracey, Ron Emanuel",52,52,46558523,Richard Gere,m
tt0286788,What a Girl Wants,2003,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins",35,41,46547021,Amanda Bynes,f
tt1086772,Blended,2014,"Adam Sandler, Drew Barrymore, Kevin Nealon, Terry Crews",14,31,46533213,Adam Sandler,m
tt0420294,The Texas Chainsaw Massacre: The Beginning,2006,"Jordana Brewster, Taylor Handley, Diora Baird, Matt Bomer",12,29,46505325,Jordana Brewster,f
tt1596346,Soul Surfer,2011,"AnnaSophia Robb, Helen Hunt, Dennis Quaid, Carrie Underwood",46,53,46434189,AnnaSophia Robb,f
tt0267626,K-19: The Widowmaker,2002,"Sam Spruell, Peter Stebbings, Christian Camargo, Roman Podhora",60,58,46426254,Sam Spruell,m
tt1234719,Red Dawn,2012,"Chris Hemsworth, Josh Peck, Josh Hutcherson, Adrianne Palicki",12,31,46421619,Chris Hemsworth,m
tt2353867,Bully,2012,"Anthony L. Coleman, Diovanni Theresa Chapman, Juan Knowles, Jamal Cash",84,NA,46317999,Anthony L. Coleman,m
tt1047494,Meet the Browns,2008,"Tyler Perry, David Mann, Tamela J. Mann, Angela Bassett",32,45,46309437,Tyler Perry,m
tt0271668,National Security,2003,"Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke",11,31,46288427,Martin Lawrence,m
tt1193631,Step Up 3D,2010,"Rick Malambri, Adam G. Sevani, Sharni Vinson, Alyson Stoner",46,45,46255658,Rick Malambri,m
tt1294226,The Last Song,2010,"Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth",20,33,46255658,Miley Cyrus,f
tt0956038,Nights in Rodanthe,2008,"Richard Gere, Diane Lane, Christopher Meloni, Viola Davis",30,39,46198914,Richard Gere,m
tt0302640,The Hot Chick,2002,"Rob Schneider, Anna Faris, Matthew Lawrence, Eric Christian Olsen",22,29,46161717,Rob Schneider,m
tt0433386,The Grudge 2,2006,"Sarah Michelle Gellar, Amber Tamblyn, Arielle Kebbel, Takako Fuji",10,33,46151223,Sarah Michelle Gellar,f
tt1148204,Orphan,2009,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",55,42,46014754,Vera Farmiga,f
tt0469494,There Will Be Blood,2007,"Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer",91,92,46010798,Daniel Day-Lewis,m
tt0383010,The Three Stooges,2012,"Sean Hayes, Will Sasso, Chris Diamantopoulos, Jane Lynch",51,56,45903520,Sean Hayes,m
tt0146309,Thirteen Days,2000,"Shawn Driscoll, Kevin Costner, Drake Cook, Lucinda Jenney",83,67,45732304,Shawn Driscoll,m
tt0198781,"Monsters, Inc.",2001,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi",96,78,45688894,John Goodman,m
tt2234155,The Internship,2013,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",34,42,45648520,Vince Vaughn,m
tt0799949,Epic Movie,2007,"Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays",2,17,45551838,Kal Penn,m
tt0389722,30 Days of Night,2007,"Josh Hartnett, Melissa George, Danny Huston, Ben Foster",51,53,45437097,Josh Hartnett,m
tt0138524,Intolerable Cruelty,2003,"George Clooney, Catherine Zeta-Jones, Geoffrey Rush, Cedric the Entertainer",75,71,45383346,George Clooney,m
tt0301470,Jeepers Creepers II,2003,"Ray Wise, Jonathan Breck, Garikayi Mutambirwa, Eric Nenninger",23,36,45383346,Ray Wise,m
tt0408985,Last Holiday,2006,"Queen Latifah, LL Cool J, Timothy Hutton, Giancarlo Esposito",55,52,45324986,Queen Latifah,f
tt0421206,Gridiron Gang,2006,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy",42,52,45324986,Dwayne Johnson,m
tt0223897,Pay It Forward,2000,"Kevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr",40,40,45317812,Kevin Spacey,m
tt1622979,Final Destination 5,2011,"Nicholas D'Agosto, Emma Bell, Miles Fisher, Ellen Wroe",61,50,45059145,Nicholas D'Agosto,m
tt1135487,Duplicity,2009,"Clive Owen, Julia Roberts, Tom Wilkinson, Paul Giamatti",64,69,45016844,Clive Owen,m
tt0467197,Max Payne,2008,"Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris",16,31,44872629,Mark Wahlberg,m
tt0488120,Fracture,2007,"Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike",71,68,44748657,Anthony Hopkins,m
tt0265087,Black Knight,2001,"Martin Lawrence, Marsha Thomason, Tom Wilkinson, Vincent Regan",14,32,44748240,Martin Lawrence,m
tt1320244,The Last Exorcism,2010,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum",72,63,44728349,Patrick Fabian,m
tt2097298,"McFarland, USA",2015,"Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz",80,60,44671212,Kevin Costner,m
tt0306685,Cradle 2 the Grave,2003,"Jet Li, DMX, Anthony Anderson, Kelly Hu",26,36,44607562,Jet Li,m
tt0762121,The Nativity Story,2006,"Keisha Castle-Hughes, Oscar Isaac, Hiam Abbass, Shaun Toub",38,52,44380716,Keisha Castle-Hughes,f
tt0328099,Malibu's Most Wanted,2003,"Jamie Kennedy, Taye Diggs, Anthony Anderson, Regina Hall",31,43,44348967,Jamie Kennedy,m
tt0388500,Beauty Shop,2005,"Queen Latifah, Alicia Silverstone, Andie MacDowell, Alfre Woodard",37,53,44226821,Queen Latifah,f
tt0269347,The Hunted,2003,"Tommy Lee Jones, Benicio Del Toro, Connie Nielsen, Leslie Stefanson",29,40,44219670,Tommy Lee Jones,m
tt0340855,Monster,2003,"Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen",82,74,44219670,Charlize Theron,f
tt1034331,Righteous Kill,2008,"Robert De Niro, Al Pacino, 50 Cent, Carla Gugino",19,36,44209487,Robert De Niro,m
tt0457430,Pan's Labyrinth,2006,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones",95,98,44144648,Ivana Baquero,f
tt0483726,Man of the Year,2006,"Robin Williams, Christopher Walken, Laura Linney, Lewis Black",21,39,44144648,Robin Williams,m
tt0405469,The Wild,2006,"Kiefer Sutherland, James Belushi, Eddie Izzard, Janeane Garofalo",20,47,44026614,Kiefer Sutherland,m
tt2193418,Hammer of the Gods,2013,"Charlie Bewley, Clive Standen, James Cosmo, Elliot Cowan",30,NA,43912446,Charlie Bewley,m
tt2278668,Triumph of the Wall,2013,"Paul Drouin, Chris Overing, Scott Ryan, Bill Stone",NA,NA,43912446,Paul Drouin,m
tt1038686,Legion,2010,"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki",19,32,43855601,Paul Bettany,m
tt1855325,Resident Evil: Retribution,2012,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",30,39,43831127,Milla Jovovich,f
tt0486655,Stardust,2007,"Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly",76,66,43830735,Ian McKellen,m
tt2369135,Need for Speed,2014,"Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi",22,39,43819613,Aaron Paul,m
tt0882977,Snitch,2013,"Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon",56,51,43810325,Dwayne Johnson,m
tt0181875,Almost Famous,2000,"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee",88,90,43798007,Billy Crudup,m
tt0398017,Derailed,2005,"Vincent Cassel, Clive Owen, Addison Timlin, Melissa George",20,40,43739474,Vincent Cassel,m
tt0250720,See Spot Run,2001,"David Arquette, Michael Clarke Duncan, Leslie Bibb, Joe Viterelli",23,24,43673207,David Arquette,m
tt0293815,Friday After Next,2002,"Ice Cube, Mike Epps, John Witherspoon, Don 'D.C.' Curry",26,35,43648615,Ice Cube,m
tt1503777,Illégal,2010,"Anne Coesens, Alexandre Gontcharov, Milo Masset-Depasse, Natalia Belokonskaya",70,54,43637414,Anne Coesens,f
tt0399201,The Island,2005,"Ewan McGregor, Scarlett Johansson, Djimon Hounsou, Sean Bean",40,50,43617637,Ewan McGregor,m
tt0450232,16 Blocks,2006,"Bruce Willis, Yasiin Bey, David Morse, Jenna Stern",55,63,43554479,Bruce Willis,m
tt0758774,Body of Lies,2008,"Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani",54,57,43546344,Leonardo DiCaprio,m
tt0132245,Driven,2001,"Sylvester Stallone, Burt Reynolds, Kip Pardue, Stacy Edwards",14,29,43538828,Sylvester Stallone,m
tt1259521,The Cabin in the Woods,2012,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",92,72,43520268,Kristen Connolly,f
tt0285531,Dreamcatcher,2003,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis",30,35,43443886,Morgan Freeman,m
tt0947802,Lakeview Terrace,2008,"Samuel L. Jackson, Patrick Wilson, Kerry Washington, Ron Glass",45,47,43435821,Samuel L. Jackson,m
tt1124035,The Ides of March,2011,"Ryan Gosling, George Clooney, Philip Seymour Hoffman, Paul Giamatti",85,67,43366783,Ryan Gosling,m
tt0346491,Alexander,2004,"Anthony Hopkins, David Bedella, Jessie Kamm, Angelina Jolie",16,39,43196665,Anthony Hopkins,m
tt3505754,The Night Before,2015,"David Faustino, Anna Hutchison, Colin Egglesfield, Drew Fuller",67,NA,43165441,David Faustino,m
tt0228750,Proof of Life,2000,"Meg Ryan, Russell Crowe, David Morse, Pamela Reed",40,45,43107187,Meg Ryan,f
tt0253474,The Pianist,2002,"Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard",96,85,42987272,Adrien Brody,m
tt1126591,Burlesque,2010,"Cher, Christina Aguilera, Eric Dane, Cam Gigandet",36,47,42982852,Cher,f
tt0338013,Eternal Sunshine of the Spotless Mind,2004,"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood",93,89,42944789,Jim Carrey,m
tt1411250,Riddick,2013,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff",58,49,42891227,Vin Diesel,m
tt3369806,Max,2015,"Thomas Haden Church, Josh Wiggins, Luke Kleintank, Lauren Graham",35,47,42864287,Thomas Haden Church,m
tt3850590,Krampus,2015,"Emjay Anthony, Adam Scott, Toni Collette, Stefania LaVie Owen",64,49,42864287,Emjay Anthony,m
tt0286499,Bend It Like Beckham,2002,"Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher",85,66,42855004,Parminder Nagra,f
tt0384793,Accepted,2006,"Justin Long, Jonah Hill, Adam Herschman, Columbus Short",37,47,42846276,Justin Long,m
tt0376541,Closer,2004,"Julia Roberts, Jude Law, Natalie Portman, Clive Owen",68,65,42818852,Julia Roberts,f
tt2557490,A Million Ways to Die in the West,2014,"Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson",33,44,42814576,Seth MacFarlane,m
tt1655441,The Age of Adaline,2015,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn",55,51,42763902,Blake Lively,m
tt0443632,The Sentinel,2006,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan",33,49,42728242,Michael Douglas,m
tt0986263,Surrogates,2009,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe",39,45,42688386,Bruce Willis,m
tt0267891,The Ringer,2005,"Johnny Knoxville, Brian Cox, Katherine Heigl, Jed Rees",40,46,42642941,Johnny Knoxville,m
tt1586265,What to Expect When You're Expecting,2012,"Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford",22,41,42587691,Cameron Diaz,f
tt0993842,Hanna,2011,"Saoirse Ronan, Eric Bana, Vicky Krieps, Cate Blanchett",71,65,42520602,Saoirse Ronan,f
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,"Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe",91,88,42513065,Michael Keaton,m
tt1855199,End of Watch,2012,"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick",85,68,42484071,Jake Gyllenhaal,m
tt1263670,Crazy Heart,2009,"Jeff Bridges, James Keane, Anna Felix, Paul Herman",91,83,42466629,Jeff Bridges,m
tt0289848,Analyze That,2002,"Robert De Niro, Billy Crystal, Lisa Kudrow, Joe Viterelli",27,37,42458198,Robert De Niro,m
tt0330793,The Punisher,2004,"A. Russell Andrews, Omar Avila, James Carpinello, Mark Collie",29,33,42441038,A. Russell Andrews,m
tt0173840,Final Fantasy: The Spirits Within,2001,"Ming-Na Wen, Alec Baldwin, Ving Rhames, Steve Buscemi",44,49,42329416,Ming-Na Wen,f
tt1186367,Ninja Assassin,2009,"Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim",26,34,42244871,Rain,m
tt0408839,The Heartbreak Kid,2007,"Ben Stiller, Malin Akerman, Michelle Monaghan, Jerry Stiller",29,46,42224373,Ben Stiller,m
tt0476964,The Brave One,2007,"Jodie Foster, Terrence Howard, Nicky Katt, Naveen Andrews",43,56,42224373,Jodie Foster,f
tt1073498,Meet the Spartans,2008,"Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo",2,9,42220060,Sean Maguire,m
tt2978462,Dolphin Tale 2,2014,"Morgan Freeman, Ashley Judd, Harry Connick Jr., Kris Kristofferson",67,58,42211554,Morgan Freeman,m
tt0340163,Hostage,2005,"Bruce Willis, Kevin Pollak, Jimmy Bennett, Michelle Horn",35,44,42155593,Bruce Willis,m
tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,"John Cho, Kal Penn, Rob Corddry, Jack Conley",53,57,42109536,John Cho,m
tt0285742,Monster's Ball,2001,"Billy Bob Thornton, Halle Berry, Taylor Simpson, Gabrielle Witcher",85,69,42060658,Billy Bob Thornton,m
tt0475394,Smokin' Aces,2006,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco",29,45,42020039,Ryan Reynolds,m
tt0146984,The Legend of Bagger Vance,2000,"Will Smith, Matt Damon, Charlize Theron, Bruce McGill",43,47,42001874,Will Smith,m
tt0278488,How High,2001,"Method Man, Redman, Obba Babatundé, Mike Epps",27,29,41926279,Method Man,m
tt0463998,Freedom Writers,2007,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton",69,64,41880153,Hilary Swank,m
tt0161083,What's the Worst That Could Happen?,2001,"Martin Lawrence, Danny DeVito, John Leguizamo, Glenne Headly",10,37,41791900,Martin Lawrence,m
tt0455407,The Crazies,2010,"Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker",71,55,41673730,Timothy Olyphant,m
tt0416212,The Secret Life of Bees,2008,"Dakota Fanning, Queen Latifah, Jennifer Hudson, Alicia Keys",58,57,41667441,Dakota Fanning,f
tt0206634,Children of Men,2006,"Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain",92,84,41665938,Clive Owen,m
tt0208092,Snatch.,2000,"Benicio Del Toro, Dennis Farina, Vinnie Jones, Brad Pitt",73,55,41587382,Benicio Del Toro,m
tt1057500,Invictus,2009,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng",76,74,41468718,Morgan Freeman,m
tt1536019,Invicta,2009,"Matt Tramel, Jessica Gardner, Sam Damon, Dawn Erin",76,NA,41468718,Matt Tramel,m
tt0790604,Deck the Halls,2006,"Danny DeVito, Matthew Broderick, Kristin Davis, Kristin Chenoweth",6,28,41429870,Danny DeVito,m
tt0282209,Darkness Falls,2003,"Chaney Kley, Emma Caulfield, Lee Cormie, Grant Piro",9,23,41375130,Chaney Kley,m
tt0120681,From Hell,2001,"Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane",57,54,41254383,Johnny Depp,m
tt0491152,Something Borrowed,2011,"Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski",15,36,41251330,Ginnifer Goodwin,f
tt0372588,Team America: World Police,2004,"Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo",77,64,41181660,Trey Parker,m
tt1405500,For Colored Girls,2010,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton",32,50,41128262,Kimberly Elise,f
tt0364045,Taking Lives,2004,"Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Gena Rowlands",22,38,41055722,Angelina Jolie,f
tt0473705,State of Play,2009,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren",84,64,41025202,Russell Crowe,m
tt0446046,Take the Lead,2006,"Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard",44,55,40957735,Antonio Banderas,m
tt0387131,The Constant Gardener,2005,"Ralph Fiennes, Rachel Weisz, Hubert Koundé, Danny Huston",84,82,40937223,Ralph Fiennes,m
tt1212436,The Back-up Plan,2010,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen",18,34,40910075,Jennifer Lopez,f
tt1142798,The Family That Preys,2008,"Alfre Woodard, Sanaa Lathan, Rockmond Dunbar, KaDee Strickland",51,49,40893775,Alfre Woodard,f
tt2243537,A Haunted House,2013,"Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner",10,20,40848787,Marlon Wayans,m
tt0160009,The Art of War,2000,"Wesley Snipes, Anne Archer, Maury Chaykin, Marie Matiko",16,30,40758398,Wesley Snipes,m
tt1517489,Spy Kids: All the Time in the World in 4D,2011,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook",22,37,40722467,Jessica Alba,f
tt0472198,Notorious,2009,"Jamal Woolard, Mohamed Dione, Derek Luke, Dennis L.A. White",51,60,40692566,Jamal Woolard,m
tt0425430,The Messengers,2007,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett",12,34,40618011,Kristen Stewart,f
tt1262416,Scream 4,2011,"Lucy Hale, Roger Jackson, Shenae Grimes-Beech, Dane Farwell",59,52,40405149,Lucy Hale,f
tt0449467,Babel,2006,"Brad Pitt, Cate Blanchett, Mohamed Akhzam, Peter Wight",69,69,40367566,Brad Pitt,m
